Theft_Status,Occurrence_Hour,Premises_Type,Bike_Cost,Region
1,3,House,1000,Midtown
1,21,Outside,1300,Downtown
1,1,Transit,0,Scarborough
1,12,Other,600,Toronto
1,23,Other,300,Downtown
1,13,Educational,200,Scarborough
1,19,Outside,400,Toronto
1,18,Educational,1200,Downtown
1,18,Commercial,300,Downtown
1,22,Apartment,999,Downtown
1,15,Outside,600,Downtown
1,0,House,500,Downtown
1,15,Outside,125,Scarborough
1,20,House,1600,Midtown
1,20,Commercial,599,Downtown
1,16,Apartment,500,Toronto
1,7,Transit,270,Toronto
1,0,Apartment,1487.81005859375,Downtown
1,21,Other,6000,Midtown
1,23,House,1000,Downtown
1,10,House,2900,Downtown
1,23,House,1370,Downtown
1,10,Apartment,350,Scarborough
1,21,Apartment,0,Downtown
1,0,Apartment,250,Downtown
1,8,Transit,200,Scarborough
1,18,Commercial,750,North York
1,17,Apartment,0,Toronto
1,16,Outside,600,Downtown
1,16,Commercial,0,Downtown
1,21,Apartment,900,Toronto
1,16,Educational,300,Downtown
1,11,Outside,819,North York
1,7,Educational,500,Downtown
1,0,Commercial,2000,Toronto
1,21,Apartment,2500,Downtown
1,18,Other,800,Downtown
1,16,Apartment,600,Toronto
1,1,Outside,900,Downtown
1,23,Other,1000,Toronto
1,19,House,2100,North York
1,16,Other,900,Midtown
1,16,Other,900,Midtown
1,16,Commercial,900,North York
1,21,Apartment,700,Downtown
1,10,Other,500,Toronto
1,10,Other,500,Toronto
0,0,Other,1000,Scarborough
1,0,Other,2000,Scarborough
1,10,Other,550,Toronto
1,10,Other,500,Toronto
1,13,Educational,100,Scarborough
1,22,Commercial,10500,Toronto
1,13,Transit,900,Midtown
1,22,Commercial,8000,Toronto
1,22,Commercial,4500,Toronto
1,22,Commercial,4800,Toronto
1,22,Commercial,9500,Toronto
1,22,Commercial,23000,Toronto
1,22,Commercial,3000,Toronto
1,22,Commercial,11000,Toronto
1,22,Commercial,6300,Toronto
1,22,Commercial,5500,Toronto
1,15,Outside,300,Downtown
1,4,Other,890,Downtown
1,22,Other,639.989990234375,Downtown
1,20,Outside,700,Toronto
1,11,Other,450,Downtown
1,10,Educational,250,Downtown
1,10,Educational,129,Scarborough
1,22,House,739,Toronto
1,15,Outside,400,North York
1,2,House,1000,Scarborough
1,22,Other,600,Toronto
1,22,Other,350,Toronto
1,7,Educational,550,Scarborough
1,21,Apartment,200,Downtown
1,21,Apartment,100,Downtown
1,17,House,300,Toronto
1,22,Outside,350,Downtown
1,9,Transit,500,North York
1,0,House,900,Downtown
1,0,House,500,Downtown
1,23,Other,1299,Downtown
1,13,Apartment,3777,Downtown
0,12,Educational,150,Scarborough
0,1,Other,500,Downtown
1,4,Apartment,400,Downtown
1,17,Educational,400,Downtown
1,16,Educational,1800,Downtown
1,0,Apartment,500,Downtown
1,19,Educational,500,Downtown
1,11,Educational,6000,Downtown
1,9,Apartment,8000,Downtown
0,8,Other,800,Downtown
1,17,Other,300,Downtown
1,12,Educational,400,Downtown
1,8,Outside,600,Downtown
1,22,House,400,Toronto
1,0,Commercial,470,Downtown
1,16,Other,0,Scarborough
1,0,House,600,Toronto
1,22,Apartment,1000,Downtown
1,0,Outside,1800,Downtown
1,5,Outside,750,Downtown
1,9,Outside,500,Downtown
1,12,Outside,500,Scarborough
1,20,Outside,579,Downtown
1,15,Apartment,70,Downtown
1,22,Outside,550,Downtown
1,15,Other,700,Toronto
1,21,Outside,600,Downtown
1,21,Commercial,1300,North York
1,22,House,800,Downtown
1,17,Educational,100,Downtown
1,10,Outside,100,Scarborough
1,21,Commercial,1300,North York
1,17,House,250,Toronto
1,1,Commercial,1000,Downtown
1,10,Apartment,0,Downtown
1,18,Apartment,500,Downtown
1,17,Apartment,600,Midtown
1,20,Apartment,800,Downtown
1,13,Educational,2000,Downtown
1,17,Apartment,1400,Midtown
1,6,Other,300,Midtown
1,21,Outside,350,Downtown
1,8,Other,850,Toronto
1,8,Other,850,Toronto
1,8,Other,700,Toronto
1,15,Educational,500,Toronto
1,15,Other,1300,Downtown
1,11,Educational,250,Scarborough
1,21,Outside,20,Downtown
1,15,Other,1300,Downtown
1,18,Commercial,700,Midtown
1,15,Other,1300,Downtown
1,10,Educational,323,Downtown
1,11,House,600,Toronto
1,11,House,600,Toronto
1,17,Other,800,Midtown
1,18,House,900,Toronto
1,23,House,600,Downtown
1,20,Educational,800,Downtown
1,11,House,0,Toronto
1,11,Educational,400,Downtown
1,18,Educational,100,Downtown
1,2,Apartment,0,Downtown
1,14,Other,800,Toronto
1,14,Other,300,Toronto
1,6,Apartment,449,Scarborough
1,2,Apartment,0,Downtown
1,9,Educational,300,Scarborough
1,11,Other,700,Toronto
1,14,Other,2500,Toronto
1,21,House,450,Downtown
1,22,House,450,Downtown
1,10,Outside,1600,Downtown
1,10,Outside,1000,Downtown
0,19,Outside,0,Scarborough
1,1,House,1900,Scarborough
1,8,Outside,350,Downtown
1,17,Outside,2100,Downtown
1,12,House,0,Toronto
1,12,Outside,200,Downtown
1,11,Apartment,3299.98999023438,North York
1,8,Other,700,Midtown
1,14,Educational,380,Downtown
1,3,House,600,Midtown
1,11,Educational,950,Midtown
1,21,Educational,2100,Downtown
1,11,Educational,500,Midtown
1,11,Outside,600,Downtown
1,16,Apartment,1500,Downtown
1,19,Outside,150,Downtown
1,14,Educational,250,Downtown
1,9,Outside,140,Downtown
1,7,Apartment,1000,Downtown
1,17,Educational,920,Downtown
1,14,Educational,170,Downtown
1,23,House,0,Downtown
1,16,Educational,2000,Downtown
1,23,Outside,400,Downtown
1,18,Educational,80,Downtown
1,22,House,812,Downtown
1,9,House,750,Downtown
1,4,House,1000,Downtown
1,4,House,1000,Downtown
1,0,House,1500,Downtown
1,18,Educational,0,Downtown
1,12,Commercial,500,Downtown
0,0,Other,300,Downtown
1,9,Educational,699.989990234375,Toronto
1,20,Outside,300,Downtown
1,16,Other,1783.31005859375,Downtown
1,16,Other,1783.31005859375,Downtown
1,15,Educational,600,Toronto
1,8,Other,1000,Downtown
1,0,House,675,Toronto
1,22,Apartment,250,Downtown
1,1,House,500,Scarborough
1,15,Commercial,1019,Midtown
1,15,Outside,300,Downtown
1,9,Apartment,260,Downtown
1,18,Educational,900,Downtown
0,10,House,650,Scarborough
1,17,Outside,1700,North York
1,7,Other,800,Midtown
0,7,Other,5000,Midtown
1,7,Other,1000,Midtown
1,18,Apartment,500,Scarborough
1,23,Outside,4000,Downtown
1,10,Apartment,600,Downtown
1,23,Outside,6000,Downtown
1,14,Outside,1500,Downtown
1,17,Other,1600,Downtown
1,19,Other,100,Downtown
1,0,Outside,679,Downtown
1,11,Educational,565,Toronto
1,17,Outside,500,Downtown
1,22,Educational,600,Downtown
1,13,Educational,678,Toronto
1,0,Apartment,800,Toronto
1,0,Other,300,Downtown
1,15,Outside,510,Downtown
1,22,Outside,790,Midtown
1,8,Educational,350,Downtown
1,13,Apartment,1000,Downtown
1,15,Educational,140,Downtown
1,15,Educational,500,Downtown
1,21,Apartment,279,Downtown
1,19,Other,500,Downtown
1,0,Outside,1800,Toronto
1,0,Outside,1200,Toronto
1,19,House,275,Downtown
1,3,House,200,Toronto
1,3,House,200,Toronto
1,15,Commercial,600,Downtown
1,9,Apartment,650,Downtown
1,20,Commercial,4000,Downtown
1,18,Outside,50,Downtown
1,9,Apartment,400,North York
1,18,Outside,800,Downtown
1,6,Outside,600,Downtown
1,16,Educational,400,Downtown
1,1,Outside,150,Downtown
1,7,Educational,800,Downtown
1,8,Educational,190,Downtown
1,10,Educational,100,Scarborough
1,2,House,100,Toronto
1,22,House,1500,Downtown
1,22,House,650,Downtown
1,16,Outside,309.989990234375,Downtown
1,14,Educational,1000,Downtown
1,17,Apartment,150,Downtown
1,21,House,600,Downtown
1,7,Commercial,1000,Downtown
1,21,Other,2477.1201171875,Downtown
1,18,Outside,2800,Downtown
1,22,Outside,2000,Downtown
1,10,Outside,1000,Toronto
1,14,Commercial,1011,Downtown
1,8,Apartment,225.990005493164,Downtown
1,15,Educational,900,Downtown
1,13,Outside,500,Downtown
1,11,Outside,700,Downtown
1,17,Outside,600,Toronto
1,9,Transit,0,Midtown
1,22,Educational,2000,Downtown
1,14,Educational,700,Downtown
1,14,Apartment,1000,Downtown
1,13,Educational,650,Downtown
1,23,Other,300,Downtown
1,8,Educational,120,Downtown
1,0,Educational,186,Downtown
1,16,Educational,700,Downtown
1,21,Other,1475,Downtown
1,14,Educational,1700,Downtown
1,16,Educational,300,Downtown
1,20,Educational,220,Downtown
1,12,Other,5000,Downtown
1,10,Commercial,1500,Downtown
1,23,House,1000,Downtown
1,12,Educational,1000,Downtown
1,12,Other,7000,Downtown
1,19,Other,2300,Midtown
1,8,Other,550,Downtown
1,19,Other,500,Downtown
1,11,Other,600,Downtown
1,5,Educational,160,Scarborough
1,11,Other,600,Downtown
1,11,House,300,North York
1,18,Other,600,Toronto
1,19,Apartment,886,Downtown
1,21,House,7000,Toronto
1,21,House,450,Toronto
1,17,Outside,200,Downtown
1,23,Outside,150,Downtown
1,0,House,700,Downtown
1,12,Outside,50,Downtown
1,14,Other,800,Downtown
1,4,Commercial,2600,Downtown
1,4,Commercial,2100,Downtown
1,4,Commercial,2300,Downtown
1,4,Commercial,1500,Downtown
1,21,Other,1000,Downtown
1,21,Other,1000,Downtown
1,17,Educational,540,Downtown
1,16,Commercial,800,Downtown
1,15,House,699,Downtown
1,10,Outside,200,Toronto
1,12,Apartment,800,Downtown
1,16,Educational,899,Downtown
1,12,Outside,1000,Downtown
1,19,Outside,0,Downtown
1,11,Apartment,1100,Downtown
1,13,Outside,1500,Downtown
1,9,Commercial,0,Downtown
1,12,Educational,600,Downtown
1,20,Apartment,2500,Downtown
1,18,Apartment,500,Downtown
1,11,Outside,0,Downtown
1,14,Apartment,300,Downtown
1,7,Other,300,Downtown
1,13,Educational,395,Downtown
1,20,Apartment,0,Downtown
1,16,Educational,330,Downtown
1,12,Educational,400,Scarborough
1,14,Educational,100,Downtown
1,22,Apartment,500,Downtown
1,16,Educational,2500,Downtown
1,17,Outside,2000,Downtown
1,11,Educational,400,Downtown
1,22,Apartment,1568.41003417969,Downtown
1,2,Apartment,400,Scarborough
1,2,Apartment,400,Scarborough
1,1,Educational,400,Downtown
1,9,Outside,1000,Downtown
1,14,Outside,500,Downtown
1,22,Transit,3000,Downtown
1,7,Apartment,2125,Downtown
1,8,Educational,500,Downtown
1,12,Outside,600,Downtown
1,11,House,1000,Downtown
1,0,House,0,Downtown
1,1,Outside,2000,Toronto
1,6,Outside,1200,Downtown
1,23,Outside,600,Downtown
1,9,Other,7500,Downtown
1,5,Other,2500,Toronto
1,5,Other,200,Toronto
1,5,Other,1200,Toronto
1,5,Other,180,Toronto
1,5,Other,500,Toronto
1,0,Apartment,250,Downtown
1,5,Other,500,Toronto
1,5,Other,1100,Toronto
1,9,Educational,150,Downtown
1,22,House,800,Toronto
1,18,Outside,500,Downtown
1,8,Outside,400,Downtown
0,14,Apartment,1000,Downtown
1,0,Apartment,600,Downtown
1,18,Educational,1500,Downtown
1,0,Apartment,1000,Toronto
1,18,Commercial,700,Downtown
1,0,Apartment,1800,Scarborough
1,8,Commercial,7000,Downtown
1,0,Other,2000,Downtown
1,12,Apartment,200,North York
1,14,Apartment,500,Toronto
1,14,Apartment,600,Toronto
1,17,Outside,900,Downtown
1,15,House,250,Scarborough
1,15,House,250,Scarborough
1,22,Commercial,1200,Toronto
1,13,House,550,Scarborough
1,23,Apartment,750,Toronto
1,0,Apartment,2800,Midtown
1,16,Educational,860,Downtown
1,18,Apartment,150,Downtown
0,9,Other,850,Toronto
1,23,House,300,Downtown
1,22,Apartment,5000,Downtown
1,21,Outside,1000,Downtown
1,14,Apartment,1000,Downtown
1,17,Apartment,4000,Downtown
1,21,House,2000,Toronto
1,22,Educational,450,Downtown
1,6,Apartment,2000,Downtown
1,19,Apartment,450,Downtown
1,15,Outside,800,Downtown
1,13,Other,1100,Midtown
1,11,House,550,Scarborough
1,16,Educational,200,Downtown
1,19,Educational,500,Downtown
1,17,Outside,400,Toronto
1,11,Commercial,500,Scarborough
1,15,Educational,500,Downtown
1,21,Apartment,1400,Toronto
1,8,Outside,750,Downtown
1,8,Outside,1600,Downtown
1,1,House,600,Downtown
1,9,Outside,300,Downtown
1,9,Outside,300,Downtown
1,14,Apartment,450,Downtown
0,22,Commercial,50,Downtown
1,0,House,599,Downtown
1,1,Outside,1000,Scarborough
1,1,Outside,1000,Scarborough
1,13,Educational,600,Downtown
1,4,Outside,900,Scarborough
1,9,Outside,600,Downtown
1,13,Educational,800,Downtown
1,3,House,60,Midtown
1,18,Outside,1200,Downtown
1,18,Outside,1000,Toronto
1,21,Educational,1300,Downtown
1,12,Outside,1500,Downtown
1,15,Apartment,1000,Downtown
1,15,Other,399.989990234375,Midtown
1,20,Apartment,2000,Midtown
1,14,Commercial,225,Downtown
1,18,Apartment,900,Toronto
1,21,Apartment,600,Downtown
1,9,Apartment,300,Downtown
1,20,Apartment,15000,Downtown
1,4,Transit,800,Downtown
1,10,Outside,1200,Toronto
1,18,Apartment,400,Downtown
1,17,Educational,2200,Downtown
1,13,Outside,50,Downtown
1,19,Other,3000,Toronto
1,16,Educational,650,Downtown
1,7,House,2300,Midtown
1,7,House,2350,Midtown
1,15,Apartment,700,Toronto
1,15,Apartment,489.989990234375,Toronto
1,20,Other,500,Toronto
1,19,Apartment,900,Downtown
1,20,Other,720,Toronto
1,17,Apartment,400,Downtown
1,1,House,0,Toronto
1,1,House,0,Toronto
1,9,Outside,150,Downtown
1,16,Educational,112,Downtown
1,8,Apartment,0,Toronto
1,15,Outside,850,Downtown
1,0,Other,800,Toronto
1,18,Apartment,1200,Downtown
1,0,Other,600,Toronto
0,0,Other,1500,Toronto
1,10,Outside,475,Downtown
1,21,House,250,Downtown
1,15,House,8000,Toronto
1,15,House,8000,Toronto
1,16,Apartment,1956,North York
1,16,Apartment,3284,North York
1,6,Outside,900,Downtown
1,15,Transit,200,Downtown
1,15,Outside,1999,Downtown
0,8,Other,1500,Downtown
0,18,Apartment,100,Downtown
1,12,Outside,300,North York
1,15,Outside,1000,Downtown
1,14,Educational,2000,Midtown
1,14,Outside,1500,Downtown
0,12,Outside,500,North York
1,20,Transit,350,Toronto
1,18,Apartment,500,Toronto
1,22,Apartment,200,Downtown
1,14,Other,500,Downtown
1,14,Other,600,Downtown
1,10,Transit,0,North York
1,16,Outside,500,Midtown
1,8,Outside,200,Downtown
1,17,Commercial,3200,Midtown
1,14,Outside,549,Downtown
1,19,Outside,200,Downtown
1,21,House,3000,Scarborough
1,3,Apartment,0,Downtown
1,2,Outside,4300,Downtown
1,16,Apartment,800,Downtown
1,0,Other,0,Downtown
1,10,Educational,800,Downtown
1,18,Commercial,1100,Downtown
1,10,Educational,800,Downtown
1,12,Outside,389,Downtown
1,15,Educational,0,Scarborough
1,6,Outside,2200,Downtown
1,0,Outside,350,Downtown
1,19,Outside,0,Toronto
1,19,Outside,1100,Downtown
1,10,Transit,1000,Toronto
1,22,Outside,625,Toronto
1,15,Educational,500,Downtown
1,12,Apartment,800,Toronto
1,12,Apartment,1500,Toronto
1,18,Outside,700,Downtown
1,17,Educational,500,Downtown
1,14,Educational,1000,Downtown
1,14,Apartment,300,Downtown
1,20,House,500,Toronto
1,14,Outside,150,Scarborough
1,9,Apartment,150,Downtown
1,17,Apartment,450,Toronto
1,7,Educational,300,Downtown
1,17,Commercial,800,Downtown
1,1,House,0,Downtown
1,12,Apartment,2300,Downtown
1,23,Apartment,300,Downtown
1,18,House,500,Downtown
1,22,Outside,1468,North York
1,17,Outside,850,Toronto
1,8,Other,400,Downtown
1,23,House,400,Downtown
1,0,Apartment,3500,North York
1,12,Apartment,1000,Downtown
1,15,Other,839.489990234375,Downtown
1,5,Commercial,1920,Downtown
1,16,House,0,Downtown
1,19,Apartment,0,Scarborough
1,18,Outside,500,Downtown
1,13,Outside,550,Midtown
1,20,Educational,775,Toronto
1,21,Other,3000,Scarborough
1,9,Outside,1500,Downtown
1,9,Outside,300,Scarborough
1,15,Outside,300,Downtown
1,1,Other,110,Downtown
1,17,Commercial,200,Toronto
1,14,Other,500,Downtown
1,18,Commercial,720,Downtown
1,18,Other,600,Downtown
1,7,Outside,1000,Toronto
1,13,Outside,300,Downtown
1,15,Apartment,200,Downtown
1,9,House,400,Toronto
1,2,Commercial,2850,Downtown
1,22,Apartment,100,Downtown
1,20,Transit,499.989990234375,Toronto
1,20,Transit,600,Toronto
1,21,House,600,Toronto
1,22,Outside,300,Downtown
1,17,Outside,400,Downtown
1,10,Outside,600,Downtown
1,10,Outside,600,Downtown
1,23,Apartment,1000,Downtown
1,12,House,500,Scarborough
1,22,House,875,Downtown
1,21,Outside,200,Downtown
1,17,Apartment,900,Downtown
1,0,House,3500,Toronto
1,14,Apartment,250,Downtown
1,0,House,600,Toronto
1,15,Outside,450,Downtown
1,18,House,500,Downtown
1,9,Other,450,Downtown
1,0,Outside,1500,Downtown
1,13,House,800,Toronto
1,23,Other,1000,Midtown
1,21,Apartment,3000,Downtown
1,0,Outside,1500,Downtown
1,19,Outside,300,Downtown
1,20,Outside,500,Downtown
1,23,Other,700,Midtown
1,17,Outside,420,Downtown
1,9,Outside,549.989990234375,Downtown
0,20,House,600,North York
1,21,Outside,0,North York
1,18,Educational,820,Downtown
1,13,Outside,1200,Downtown
1,23,Educational,400,North York
1,14,Outside,400,Toronto
1,18,Outside,300,North York
1,23,Educational,200,North York
1,11,Educational,100,Downtown
1,9,Outside,200,Downtown
1,11,House,900,Toronto
1,19,House,400,Scarborough
1,19,House,400,Scarborough
1,23,Other,1100,Toronto
1,1,House,400,Downtown
1,10,Outside,300,Downtown
1,15,Educational,200,Downtown
1,9,Educational,900,Downtown
1,17,Outside,200,North York
1,15,Commercial,800,Midtown
1,17,Commercial,700,North York
1,12,Commercial,1800,Downtown
1,20,Apartment,539.989990234375,Downtown
1,13,Outside,70,Downtown
1,7,Outside,200,Downtown
1,5,Outside,500,Downtown
1,12,Outside,100,Downtown
1,23,Outside,600,Midtown
1,14,Transit,299,North York
1,17,Outside,700,Downtown
1,22,Outside,800,Downtown
1,14,House,1500,Downtown
1,8,Other,1100,Downtown
1,14,House,2200,Downtown
1,10,Educational,650,Downtown
1,17,Educational,100,Downtown
1,6,Outside,600,Downtown
1,9,Educational,550,Downtown
1,12,House,1500,Downtown
1,21,Outside,1800,Downtown
1,12,House,500,Downtown
1,19,Apartment,380,Toronto
1,12,Apartment,1200,Downtown
1,0,Other,0,North York
1,22,Commercial,350,Downtown
1,18,Commercial,650,Downtown
1,6,Outside,1799,North York
1,20,Educational,600,Downtown
1,19,Outside,1200,Downtown
1,19,Outside,1200,Downtown
1,1,Other,640,Midtown
1,1,Other,650,Midtown
1,1,Other,1600,Midtown
1,12,Other,100,Scarborough
1,1,Other,2100,Midtown
1,0,Other,1249,Midtown
1,0,Other,939,Midtown
1,1,House,1900,Toronto
1,18,Commercial,0,Toronto
1,15,Outside,150,North York
1,1,Commercial,2700,Downtown
1,20,Outside,138,Toronto
1,19,Transit,0,Scarborough
1,21,House,850,Downtown
1,9,Apartment,994,North York
1,23,Apartment,400,Downtown
1,16,House,0,Toronto
1,9,Apartment,2600,Downtown
1,22,Outside,700,Toronto
1,19,Educational,600,Downtown
1,14,House,0,Scarborough
1,8,Other,3000,Midtown
1,22,Commercial,400,Downtown
1,10,Commercial,0,Downtown
1,20,Other,600,Toronto
1,14,Commercial,2500,North York
1,23,Outside,450,Downtown
1,18,Educational,700,Downtown
1,17,Transit,0,Toronto
1,21,Outside,90,Scarborough
1,19,Apartment,300,Downtown
1,10,Outside,679.989990234375,Downtown
1,13,Apartment,2440,Downtown
1,14,Apartment,395,Downtown
1,14,Apartment,250,Downtown
1,19,House,200,Scarborough
1,17,Educational,1000,Downtown
1,18,House,700,Midtown
1,19,House,3600,Toronto
1,18,Outside,400,Downtown
1,8,Apartment,200,Scarborough
1,6,Outside,2000,Toronto
1,6,Outside,2500,Toronto
1,8,Apartment,950,Downtown
1,9,Outside,4000,Downtown
1,21,Commercial,500,Downtown
1,7,Outside,200,Downtown
1,12,Apartment,900,Toronto
1,12,Commercial,0,Downtown
1,13,Commercial,875,Downtown
1,23,House,100,Downtown
1,15,House,400,Toronto
1,19,Other,450.869995117188,Downtown
1,16,Other,800,Downtown
1,20,Apartment,850,Downtown
1,15,Apartment,217.979995727539,Downtown
1,15,House,400,Toronto
1,9,Outside,903.989990234375,Midtown
1,19,Educational,890,Downtown
1,11,Outside,100,Toronto
1,0,Apartment,1200,Scarborough
1,23,Outside,0,Downtown
1,2,House,550,Downtown
1,17,Other,0,Downtown
1,15,Outside,885,Downtown
1,10,House,400,Downtown
1,8,House,2500,Midtown
1,10,Educational,1000,Downtown
1,20,Outside,0,Downtown
1,4,Educational,1000,Downtown
1,20,Outside,1000,Downtown
1,10,Apartment,900,Downtown
1,9,Outside,950,Downtown
1,18,Apartment,500,Downtown
1,20,Educational,950,Downtown
1,21,Outside,900,Downtown
1,19,Outside,160,Downtown
1,7,Other,300,Toronto
0,15,Commercial,4000,North York
1,14,Outside,2000,Downtown
1,11,Apartment,550,Downtown
1,16,House,500,Downtown
1,20,Outside,0,Downtown
1,0,Commercial,663.960021972656,Downtown
1,12,Outside,550,Downtown
1,15,Outside,900,Downtown
1,19,Outside,500,Midtown
1,2,Apartment,200,Downtown
1,16,Outside,600,Downtown
1,17,Educational,900,Downtown
1,19,Educational,500,Downtown
1,9,Educational,299,Downtown
1,15,Commercial,600,Downtown
1,9,Outside,1300,North York
1,6,Other,0,Downtown
1,9,Other,4500,Toronto
1,15,Other,800,Downtown
1,9,Outside,235,Downtown
1,20,Other,3200,Midtown
1,21,Commercial,700,Downtown
1,19,Outside,750,Downtown
1,13,Outside,400,Downtown
1,13,Outside,300,Downtown
1,8,Outside,35,Scarborough
1,16,Apartment,2000,Downtown
1,10,House,1000,Downtown
1,21,Transit,500,Toronto
1,9,Outside,499,Downtown
1,7,Outside,5300,Downtown
1,6,Apartment,1500,Downtown
1,13,Other,1499,Downtown
1,23,Apartment,700,Downtown
1,12,Outside,1000,Downtown
1,6,Other,1700,Midtown
1,17,Outside,550,Downtown
1,6,Other,1600,Midtown
1,16,House,1200,Toronto
1,7,Educational,600,Downtown
1,21,Commercial,600,Downtown
1,5,Outside,1500,Scarborough
1,19,Apartment,350,Downtown
1,23,House,5000,Toronto
1,23,House,1000,Toronto
1,20,Outside,1000,Midtown
1,7,Outside,750,Downtown
1,12,Apartment,120,Downtown
1,9,Apartment,600,Downtown
1,11,Other,400,Downtown
1,15,Other,110.73999786377,Scarborough
1,13,Apartment,200,Downtown
1,20,Commercial,1500,Midtown
1,18,Apartment,350,Scarborough
1,8,Outside,550,Downtown
1,2,Outside,720,Downtown
1,13,Outside,565,Downtown
1,18,Apartment,0,Toronto
1,1,Apartment,250,Downtown
1,19,Outside,768.400024414063,Downtown
1,2,Outside,150,Downtown
1,2,Outside,109,Downtown
1,13,Outside,100,Downtown
1,8,Outside,125,North York
1,16,House,2000,Midtown
1,14,Apartment,5000,Downtown
1,13,House,750,Toronto
1,12,Educational,600,Downtown
1,10,Educational,100,Downtown
1,19,Commercial,700,Toronto
1,10,House,250,Downtown
1,15,Commercial,400,Downtown
1,12,Educational,400,Downtown
1,9,Commercial,700,Downtown
1,14,Educational,299.989990234375,Downtown
1,20,Apartment,600,Toronto
1,8,Educational,200,Downtown
1,0,Other,800,Downtown
1,23,Commercial,350,Downtown
1,8,Commercial,800,Toronto
1,14,Educational,400,Downtown
1,12,Educational,570,Downtown
1,21,Outside,558,Downtown
1,14,Other,675,Midtown
1,21,House,1605,Downtown
1,20,House,1000,Downtown
1,15,Transit,650,Scarborough
1,8,Apartment,999,Downtown
1,14,Other,400,Midtown
1,0,Other,899.989990234375,Toronto
1,3,House,1100,Downtown
1,22,House,100,North York
1,23,House,700,Downtown
1,0,House,500,Downtown
1,0,House,150,Downtown
1,15,Educational,400,Downtown
1,18,Commercial,500,Downtown
1,0,Commercial,600,Downtown
1,0,Commercial,800,Downtown
1,16,Apartment,350,Downtown
1,10,Commercial,1300,Midtown
1,12,Other,3500,Midtown
1,9,House,100,North York
1,17,Commercial,0,Downtown
1,17,Outside,400,Downtown
1,14,Outside,450,Midtown
1,14,Other,800,Midtown
1,14,Other,800,Midtown
1,20,Outside,3500,Downtown
1,13,Educational,300,Downtown
0,17,Outside,150,Downtown
1,11,Apartment,675,Midtown
1,17,Apartment,300,Downtown
1,12,Commercial,200,Scarborough
1,13,Commercial,600,Toronto
1,16,Other,1500,Downtown
1,19,House,3000,Downtown
1,12,Other,800,Downtown
1,17,Apartment,1700,Downtown
1,21,House,1099.98999023438,Downtown
1,9,Other,600,Downtown
1,22,Apartment,1500,Downtown
1,14,Outside,300,Downtown
1,2,Apartment,1500,Downtown
1,8,Outside,700,Midtown
1,15,Educational,600,Toronto
1,21,Outside,700,Downtown
1,17,Outside,450,Downtown
1,17,Outside,450,Downtown
1,18,Educational,1820,Downtown
1,15,Other,600,Toronto
1,21,Educational,500,Downtown
1,21,Outside,199.990005493164,Downtown
1,0,Apartment,600,Downtown
1,13,Educational,450,Downtown
1,1,Other,725,North York
1,20,House,300,Downtown
1,13,Outside,3918.28002929688,Downtown
1,20,Commercial,500,Downtown
1,13,Outside,1500,Downtown
1,10,Commercial,315.130004882813,Downtown
1,14,Educational,700,Downtown
1,4,Apartment,1000,Downtown
1,2,Apartment,100,Scarborough
1,11,Outside,300,Downtown
1,14,House,500,Toronto
1,14,House,1000,Toronto
1,7,Outside,3000,Downtown
1,12,House,2400,Midtown
1,11,Outside,140,North York
1,11,Outside,900,Downtown
1,9,Educational,600,Downtown
1,14,Educational,1500,Midtown
1,2,House,400,Toronto
1,9,Commercial,100,North York
1,19,Other,1000,Scarborough
1,2,House,450,Toronto
1,12,Outside,1498,Downtown
1,6,Apartment,1200,Downtown
1,15,Educational,800,Downtown
1,18,Outside,169.990005493164,Toronto
1,15,Transit,500,Scarborough
1,22,Apartment,100,Downtown
1,23,Apartment,1600,Downtown
1,18,Commercial,750,Downtown
1,21,Other,400,Downtown
1,16,Outside,2100,Scarborough
1,18,Apartment,600,Downtown
1,22,Other,900,Toronto
1,22,Other,900,Toronto
1,22,Other,1000,Toronto
1,22,Other,1400,Toronto
1,22,Outside,520,Downtown
1,23,House,480,Toronto
1,5,Apartment,611.880004882813,North York
1,22,Apartment,400,Downtown
1,18,Apartment,1000,Midtown
1,17,Educational,189,Downtown
1,11,Outside,949,Midtown
1,0,House,500,Downtown
1,15,Apartment,0,Scarborough
1,12,Other,100,North York
1,12,Other,169,North York
1,8,Outside,900,North York
1,14,Commercial,200,Downtown
1,17,Commercial,300,Downtown
1,9,Educational,1000,Toronto
1,18,House,300,Downtown
1,9,Other,500,Toronto
1,1,Other,1079.96997070313,Downtown
1,17,Commercial,1000,Downtown
1,15,Apartment,1000,Downtown
1,1,Outside,450,Downtown
1,10,Outside,1000,Downtown
1,18,Outside,350,Downtown
0,10,Outside,400,Downtown
1,0,House,899.299987792969,Downtown
1,3,House,500,Toronto
1,1,Other,1000,Toronto
1,1,Outside,0,Downtown
1,13,Commercial,600,Midtown
1,9,Educational,300,Toronto
1,13,Commercial,250,Downtown
1,7,Outside,700,Downtown
1,17,Educational,600,Downtown
1,14,Outside,1000,Downtown
1,20,Outside,1200,Downtown
1,10,Educational,1800,Downtown
1,2,House,1000,Midtown
1,11,Educational,200,Downtown
1,22,Other,600,Downtown
1,21,Outside,2089,Downtown
1,17,Outside,850,Downtown
1,12,Outside,450,Downtown
1,17,Outside,0,Downtown
1,8,Educational,689.989990234375,Downtown
1,7,Commercial,140,Downtown
1,15,Outside,0,Midtown
